Index	Noun	Verb	Linking	Prefix	Particle	Freq	Nounpl	Verbpp	Verbzu	Verbfin	q_compound_joint_cap	q_compound_joint_nocap	q_np_det_joint_cap	q_np_det_joint_nocap	q_np_det_sep_cap	q_np_det_sep_nocap	q_np_det_sep_capcap	q_np_apprart_joint_cap	q_np_apprart_joint_nocap	q_np_apprart_sep_cap	q_np_apprart_sep_nocap	q_np_apprart_sep_capcap	q_np_nodet_joint_cap	q_np_nodet_joint_nocap	q_np_nodet_sep_cap	q_np_nodet_sep_nocap	q_np_nodet_sep_capcap	q_infzu_joint_cap	q_infzu_joint_nocap	q_infzu_sep_cap	q_infzu_sep_nocap	q_prog_joint_cap	q_prog_joint_nocap	q_prog_sep_cap	q_prog_sep_nocap	q_prog_sep_capcap	q_particip_joint_cap	q_particip_joint_nocap	q_particip_sep_cap	q_particip_sep_nocap	q_particip_sep_capcap	q_finite_joint_cap	q_finite_joint_nocap	q_finite_sep_cap	q_finite_sep_nocap
549	Energie	tanken	0			6	Energien	getankt	X	tanke|tankt|tankten|tankte|tanken	69	0	5	0	48	0	0	35	0	32	0	2	31	0	830	15	5	0	0	353	7	0	0	0	0	0	0	2	99	3	0	9	0	26	1
588	Strom	tanken	0			5	Strömen	getankt	X	tanke|tankt|tankten|tankte|tanken	43	0	8	0	5	0	0	11	0	2	0	0	10	0	114	0	1	0	0	8	0	0	0	0	0	0	0	0	8	0	0	6	0	5	0
595	Sonne	tanken	0			5	Sonnen	getankt	X	tanke|tankt|tankten|tankte|tanken	48	0	4	1	145	1	3	23	1	44	1	0	29	2	894	23	8	0	0	161	4	0	0	0	0	0	0	0	102	8	0	0	0	17	1
190	Salsa	tanzen	0			20	Salsa	getanzt	X	tanzten|tanzt|tanze|tanzen|tanzte	104	2	20	0	29	0	3	46	2	33	2	9	54	3	396	30	19	0	0	43	3	2	0	0	0	1	0	0	58	0	0	1	0	35	0
242	Bauch	tanzen	0			16	Bäuche	getanzt	X	tanzten|tanzt|tanze|tanzen|tanzte	93	25	15	1	10	0	0	26	3	4	0	0	84	40	17	2	0	0	0	1	0	1	0	0	0	0	1	1	2	1	0	4	9	11	0
249	Tango	tanzen	0			15	Tangos	getanzt	X	tanzten|tanzt|tanze|tanzen|tanzte	116	0	19	0	35	0	0	43	1	21	0	2	47	0	320	11	7	0	0	41	0	5	0	0	0	1	0	0	61	3	0	0	0	63	4
260	Turnier	tanzen	0			14	Turniere	getanzt	X	tanzten|tanzt|tanze|tanzen|tanzte	89	6	33	1	5	0	0	13	1	1	0	0	35	4	5	0	0	0	0	3	0	1	0	0	0	0	0	0	12	0	0	0	0	1	0
356	Seil	tanzen	0			10	Seile	getanzt	X	tanzten|tanzt|tanze|tanzen|tanzte	139	17	41	0	20	1	0	31	1	1	0	0	97	20	7	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0
290	Milch	aufschäumen	0		auf	13	Milch	aufgeschäumt	aufzuschäumen	aufschäumen|aufschäumt	65	0	24	0	20	0	0	27	1	4	0	0	18	0	43	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	4	0
51	Geld	ausgeben	0		aus	110	Gelder	ausgegeben	auszugeben	ausgibt|ausgaben|ausgibst|ausgebt|ausgab|ausgäbe|ausgebe|ausgeben	855	47	173	5	5989	497	2	374	11	171	7	3	247	32	6400	595	3	2	0	0	1	26	1	8	0	0	2	0	1524	114	1	464	9	1358	114
593	Stall	ausmisten	0		aus	5	Ställen	ausgemistet	auszumisten	ausmistet|ausmisten	51	3	12	0	88	3	0	19	0	16	0	0	23	0	115	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0
633	Koffer	auspacken	0		aus	5	Koffer	ausgepackt	auszupacken	auspackt|auspackte|auspacken|auspackten	52	2	13	0	61	1	0	15	0	15	1	0	17	1	236	8	0	0	0	0	0	0	0	0	0	0	0	0	104	5	0	0	0	20	0
529	Licht	ausschalten	0		aus	6	Lichter	ausgeschaltet	auszuschalten	ausschalten|ausschaltete|ausschaltet|ausschalteten	31	1	12	0	198	0	1	7	0	7	0	0	8	0	82	11	0	0	0	0	0	0	0	0	0	0	0	0	16	4	0	0	0	6	3
575	Zeitung	austragen	0		aus	5	Zeitungen	ausgetragen	auszutragen	austrug|austrägt|austragen|austrage|austrugen	39	5	8	0	19	1	0	15	1	19	1	1	49	10	189	35	2	0	0	0	0	0	0	0	0	0	0	0	14	3	0	0	1	7	3
351	Winter	austreiben	0		aus	10	Winter	ausgetrieben	auszutreiben	austrieb|austrieben|austreiben|austreibt	46	0	9	0	30	0	0	7	0	3	0	0	29	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0
352	Trikot	ausziehen	0		aus	10	Trikots	ausgezogen	auszuziehen	auszog|auszogen|ausziehen|ausziehe|auszieht	56	2	7	0	27	0	0	12	0	11	1	0	43	1	65	6	1	0	0	0	0	0	0	1	0	0	0	0	12	0	0	0	0	29	0
378	Brot	backen	0			10	Broten	gebacken	X	buk|backt|buken|backte|backten|backen|bäckt|backe	1270	16	285	1	164	2	1	565	4	109	2	2	538	15	1003	29	6	0	0	204	3	11	0	4	0	0	2	0	548	6	0	0	0	149	5
86	Sauna	baden	0			55	Saunen	gebadet	X	baden|bade|badet|badeten|badete	377	12	134	1	2	0	0	64	1	0	0	0	136	18	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
240	Eis	baden	0			16	Eis	gebadet	X	baden|bade|badet|badeten|badete	142	14	35	0	0	0	0	28	1	2	0	0	80	19	5	0	1	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0
388	Sand	baden	0			9	Sande	gebadet	X	baden|bade|badet|badeten|badete	107	25	9	0	0	1	0	31	1	24	1	0	91	41	7	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	2	0	0
497	Winter	baden	0			6	Winter	gebadet	X	baden|bade|badet|badeten|badete	64	2	16	0	0	0	0	8	0	24	2	2	31	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
507	Staub	baden	0			6	Stäuben	gebadet	X	baden|bade|badet|badeten|badete	48	12	2	0	1	0	0	9	0	11	0	0	46	30	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0
612	Probe	baden	0			5	Proben	gebadet	X	baden|bade|badet|badeten|badete	36	3	2	0	0	0	0	18	0	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
561	Body	bangen	0			6	Bodys	gebangt	X	bangte|bange|bangt|bangten|bangen	9	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	Haus	bauen	0			20	Häusern	gebaut	X	baue|bauten|bauen|baust|baut|baute|bauet	134	18	27	1	2097	29	8	59	6	79	6	2	58	17	580	109	21	0	0	85	14	9	0	21	2	0	2	0	300	55	0	89	1	131	24
417	Nest	bauen	0			8	Nestern	gebaut	X	baue|bauten|bauen|baust|baut|baute|bauet	54	5	8	0	214	5	1	20	3	5	1	0	21	3	171	15	0	0	0	49	2	5	1	3	1	0	1	0	131	3	0	15	0	80	2
523	Modell	bauen	0			6	Modellen	gebaut	X	baue|bauten|bauen|baust|baut|baute|bauet	73	7	17	1	101	3	1	15	0	12	0	0	39	7	61	3	2	0	0	45	1	4	0	0	0	0	0	2	79	1	0	133	4	13	2
636	Häusle	bauen	0			5	Häusle	gebaut	X	baue|bauten|bauen|baust|baut|baute|bauet	67	4	6	0	10	1	0	27	2	14	1	1	33	4	120	2	1	0	0	9	0	2	0	5	0	0	0	1	8	0	0	9	4	148	4
653	Gehäuse	berechnen	0	be		5	Gehäusen	berechnet	X	berechneten|berechnen|berechnete|berechne|berechnet	6	0	0	0	16	4	0	5	0	0	1	0	0	0	25	2	0	0	0	1	2	0	0	0	0	0	0	0	3	2	0	0	0	3	2
91	Pulver	beschichten	0	be		49	Pulver	beschichtet	X	beschichtete|beschichtet|beschichteten|beschichten	486	281	49	8	0	2	0	89	10	2	0	0	434	312	25	3	1	0	2	1	0	0	0	0	0	0	203	1315	22	2	1	236	1901	25	2
467	Laser	beschriften	0	be		7	Lasern	beschriftet	X	beschriftet|beschriften|beschrifteten|beschriftete	52	5	7	0	3	0	0	12	0	0	0	0	51	7	6	1	0	0	0	0	0	0	0	0	0	0	1	10	2	0	0	5	19	9	0
229	Band	bestehen	0	be		17	Bände	bestanden	X	bestanden|bestehst|bestünde|besteht|bestand|bestünden|bestehe|bestehen	171	4	1	0	9	0	0	0	0	1	0	0	78	3	9	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	114	22
646	Hand	biken	0			5	Hände	gebiket	X	bike|bikest|biket|bikete|biketest|biketet|biketen	96	1	10	0	0	0	0	28	0	0	0	0	55	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	751	10	0	1
490	Buch	binden	0			7	Büchern	gebunden	X	banden|binde|binden|band|bänden|bindet|bände	233	3	31	0	49	1	0	45	0	5	0	0	200	3	40	3	0	0	0	4	0	2	0	0	0	0	1	1	50	1	1	278	5	0	1
475	Glas	blasen	0			7	Gläsern	geblasen	X	blasen|blase|bläst|blies|blast|bliesen	115	2	31	0	2	0	0	30	0	2	0	0	64	4	39	0	0	0	0	8	0	1	0	0	0	0	0	1	31	0	0	25	0	2	0
478	Gast	bloggen	0			7	Gästen	gebloggt	X	bloggt|bloggte|blogge|bloggen|bloggten|bloggst	33	5	8	0	0	0	0	6	1	0	0	0	31	7	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0
236	Sand	boarden	0			16	Sande	geboardet	X	boarde|boardest|boardet|boardete|boardetest|boardeten	95	15	10	0	0	0	0	33	2	0	0	0	76	18	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
386	Standard	tanzen	0			9	Standards	getanzt	X	tanzten|tanzt|tanze|tanzen|tanzte	62	2	9	0	1	0	1	27	1	0	0	0	34	2	17	2	1	0	0	1	0	2	0	0	0	0	0	0	15	1	0	2	0	19	0
407	Walzer	tanzen	0			8	Walzers	getanzt	X	tanzten|tanzt|tanze|tanzen|tanzte	33	4	9	1	35	0	0	22	1	9	0	0	25	4	193	14	1	0	0	23	0	0	0	0	0	0	0	0	40	2	0	0	0	33	2
546	Fuß	tapsen	0			6	Füsse	getapst	X	tapste|tapst|tapsten|tapsen	21	0	4	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85	Sport	tauchen	0			55	Sports	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen	364	32	85	0	0	0	1	71	1	0	0	0	187	32	1	4	6	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
143	Wrack	tauchen	0			29	Wracks	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen	280	20	45	4	11	0	0	49	0	7	0	0	264	23	3	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
191	Nacht	tauchen	0			20	Nächten	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen	171	1	21	0	11	0	0	25	0	0	0	0	195	2	8	0	0	0	0	1	1	0	0	0	0	0	0	0	8	0	0	0	0	15	1
276	Eis	tauchen	0			14	Eis	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen	181	33	48	3	4	0	0	36	7	1	0	1	151	24	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
406	Zeit	tauchen	0			8	Zeiten	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen	60	5	8	0	99	0	0	16	0	12	1	0	35	6	34	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	32	3
494	Apfel	tauchen	0			7	Äpfel	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen	22	1	4	0	1	0	0	3	0	0	0	0	26	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
640	Hobby	tauchen	0			5	Hobbys	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen	9	0	2	0	1	0	6	0	0	1	0	1	4	0	2	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401	Handy	telefonieren	0			9	Handys	telefoniert	X	telefonierte|telefonierten|telefoniert|telefonieren|telefoniere	55	4	15	0	413	8	3	16	2	23	0	0	31	3	320	13	1	0	0	31	2	0	0	6	1	1	0	0	104	1	0	1	0	138	4
444	Video	telefonieren	0			7	Videos	telefoniert	X	telefonierte|telefonierten|telefoniert|telefonieren|telefoniere	46	31	14	0	0	0	0	12	0	0	0	0	34	55	17	0	1	0	0	2	0	0	0	0	0	0	0	3	2	0	0	2	3	1	0
442	Wasser	testen	0			7	Wassern	getestet	X	testet|testen|teste|testeten|testete	17	0	0	0	67	0	3	8	0	10	0	0	4	1	87	14	3	0	0	8	0	1	0	10	1	0	0	0	39	6	0	3	0	5	0
375	Finger	tippen	0			10	Finger	getippt	X	tippte|tippten|tippt|tippen|tippe	65	3	31	1	31	3	1	2	0	0	0	0	35	1	23	3	8	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	19	1
376	Drachen	töten	0			10	Drachen	getötet	X	tötest|töten|töteten|tötete|tötet|töte	36	1	7	0	104	3	0	10	1	2	0	0	21	2	56	5	0	0	0	27	1	0	0	0	0	0	0	0	21	2	0	1	0	9	0
266	Müll	trennen	0			14	Müll	getrennt	X	trennst|trennte|trennt|trennten|trenne|trennen	112	4	18	0	67	0	0	51	1	6	0	0	38	4	167	8	2	0	0	46	2	0	0	0	0	0	0	0	37	2	0	0	0	36	2
57	Wasser	treten	0			86	Wassern	getreten	X	treten|tritt|traten|trete|trat|tretet|träten|träte|trittst	717	20	97	0	4	0	0	134	0	17	0	0	607	27	57	3	1	0	0	7	0	1	0	0	0	0	1	0	4	1	0	8	0	66	6
463	Milch	treten	0			7	Milch	getreten	X	treten|tritt|traten|trete|trat|tretet|träten|träte|trittst	15	1	3	0	1	0	0	0	0	0	0	0	10	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	160	6	3	0
503	Tau	treten	0			6	Tauen	getreten	X	treten|tritt|traten|trete|trat|tretet|träten|träte|trittst	81	1	10	0	0	0	0	12	0	1	0	0	64	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0
616	Pflaster	treten	0			5	Pflaster	getreten	X	treten|tritt|traten|trete|trat|tretet|träten|träte|trittst	49	4	6	0	2	0	0	17	0	0	0	0	19	4	3	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7	Kaffee	trinken	0			767	Kaffees	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	6597	139	1074	8	2713	152	8	2027	42	537	35	13	2611	116	5581	378	34	0	0	799	22	12	0	16	1	0	3	1	1674	87	0	8	1	1023	33
44	Tee	trinken	0			127	Tees	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	947	76	175	2	445	34	1	218	9	75	11	2	653	90	6813	897	56	0	0	464	10	3	0	8	3	0	0	0	769	29	0	2	2	488	30
46	Bier	trinken	0			121	Biere	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	1009	66	164	4	2274	167	6	340	19	123	10	2	543	43	3238	282	24	1	0	593	31	11	1	13	2	0	3	1	1325	91	1	7	0	976	67
75	Wasser	trinken	0			64	Wassern	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	407	11	95	2	1017	57	4	93	3	38	2	1	215	9	2247	189	15	0	0	910	39	1	0	6	0	0	0	0	822	47	2	148	4	668	48
111	Rausch	trinken	0			40	Rausche	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	352	0	113	0	8	0	0	26	0	1	0	0	142	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	70	0	0	0
114	Wein	trinken	0			38	Weine	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	326	7	94	0	289	7	3	101	5	28	2	0	148	8	1627	89	8	0	0	489	12	6	0	0	0	0	0	0	818	24	0	2	1	573	18
149	Kampf	trinken	0			28	Kämpfe	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	236	23	36	5	1	0	0	36	2	1	0	0	145	18	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
182	Koma	trinken	0			21	Komas	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	102	3	16	0	0	0	0	9	0	17	2	0	90	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195	Glühwein	trinken	0			20	Glühweins	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	166	12	10	0	95	8	0	59	6	17	0	0	85	4	286	24	1	0	0	52	1	0	0	0	0	0	0	0	57	6	0	2	0	23	1
208	Alkohol	trinken	0			19	Alkohole	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	183	8	56	1	1222	59	4	35	4	27	2	1	86	5	2105	142	9	0	0	735	39	1	1	2	0	0	2	1	1485	90	0	0	1	978	96
268	Milch	trinken	0			14	Milch	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	66	2	23	1	219	20	0	18	0	7	0	0	29	4	701	57	0	0	0	204	8	0	0	0	0	0	0	0	247	18	0	20	0	279	18
331	Schnaps	trinken	0			11	Schnäpsen	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	42	0	17	0	90	2	0	13	0	4	0	0	19	0	119	9	2	0	0	45	0	0	0	1	0	0	1	0	106	4	0	0	0	67	3
558	Cocktail	trinken	0			6	Cocktails	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	39	2	3	0	105	6	0	12	1	11	0	0	19	3	49	6	1	0	0	6	0	0	0	0	0	0	0	0	8	0	0	0	0	4	0
563	Blut	trinken	0			6	Blute	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	81	3	28	0	73	4	1	15	1	6	2	0	30	1	576	28	2	0	0	213	3	0	0	0	0	0	0	0	126	9	0	12	0	351	5
610	Punsch	trinken	0			5	Punschen	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	17	3	3	0	8	1	0	5	1	2	0	0	11	3	47	1	0	0	0	12	0	0	0	0	0	0	0	0	12	2	0	0	0	5	1
651	Genuss	trinken	0			5	Genüsse	getrunken	X	tränke|trank|trinkt|tranken|trinket|trinkst|trinken|trinke|tränken	13	0	1	0	3	0	0	0	0	2	0	0	7	0	38	2	1	0	0	18	0	0	0	0	0	0	0	0	23	0	0	0	0	9	0
219	Wäsche	trocknen	0			17	Wäschen	getrocknet	X	trocknet|trockneten|trocknen|trockne|trocknete	191	1	47	0	35	1	1	87	0	21	2	1	99	0	144	2	3	0	0	31	0	0	0	0	0	0	0	0	32	0	0	1	0	40	1
534	Klavier	üben	0			6	Klavier	geübt	X	übt|übte|übten|üben|übe|übst	78	1	13	0	10	0	1	33	1	6	0	2	30	2	74	19	1	0	0	26	2	0	0	10	1	0	0	0	17	7	0	0	0	26	0
224	Literatur	übersetzen	0			17	Literaturen	übersetzt	X	übersetzen|übersetzte|übersetzt|übersetze|übersetzten	110	2	15	0	0	0	0	15	0	0	0	0	67	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0
318	Fach	übersetzen	0			12	Fächern	übersetzt	X	übersetzen|übersetzte|übersetzt|übersetze|übersetzten	96	3	6	0	0	0	2	4	0	0	0	3	79	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	3
544	Garten	umgraben	0		um	6	Garten	umgegraben	umzugraben	umgraben|umgräbt	17	1	0	0	81	2	0	7	0	20	0	1	6	1	76	6	0	0	0	0	0	0	1	0	0	0	0	0	16	0	0	0	0	5	1
504	Strom	verbrauchen	0	ver		6	Strömen	verbraucht	X	verbrauchten|verbrauchen|verbrauchte|verbraucht|verbrauche	19	1	4	0	1104	31	1	4	0	0	0	0	6	2	650	19	2	0	0	70	4	0	0	1	0	0	22	7	808	39	3	39	6	850	49
370	Geld	verbrennen	0	ver		10	Gelder	verbrannt	X	verbrenne|verbrennt|verbrannte|verbrannten|verbrennen	78	7	9	1	76	3	0	17	0	8	1	0	29	2	333	11	0	0	0	85	5	1	0	1	0	0	0	0	234	11	0	0	1	67	2
238	Hochglanz	verdichten	0	ver		16	Hochglanz	verdichtet	X	verdichtet|verdichte|verdichtete|verdichten|verdichteten	65	35	14	0	0	0	1	10	1	0	0	0	55	36	1	0	1	0	0	0	0	0	0	0	0	0	3	26	1	0	0	20	55	1	0
11	Geld	verdienen	0	ver		459	Gelder	verdient	X	verdiene|verdienst|verdiente|verdienten|verdient|verdienen	3813	209	828	34	9384	417	20	1563	63	1402	49	31	1528	141	41294	1982	186	4	2	12370	370	53	2	32	4	0	9	1	6873	293	7	62	4	8487	383
13	Blut	vergießen	0	ver		435	Blute	vergossen	X	vergoß|vergiesst|vergießt|vergiesse|vergiessen|vergieße|vergießen|vergossen|vergoss	3633	20	1077	5	61	0	0	75	1	1	0	0	2418	14	220	6	0	0	0	205	1	25	0	0	0	0	0	0	484	4	2	0	0	556	4
292	Kabel	verlegen	0	ver		13	Kabeln	verlegt	X	verlegen|verlegte|verlegten|verlegt|verlege	173	12	27	7	186	15	0	32	2	22	4	0	50	7	456	84	4	0	0	132	12	1	0	0	0	0	0	1	457	33	0	7	0	422	42
448	Teppich	verlegen	0	ver		7	Teppichen	verlegt	X	verlegen|verlegte|verlegten|verlegt|verlege	12	0	1	0	21	1	0	6	0	8	3	0	7	0	63	4	1	0	0	5	1	0	0	0	0	0	0	0	43	2	0	1	1	50	2
542	Geld	verteilen	0	ver		6	Gelder	verteilt	X	verteilten|verteilen|verteile|verteilt|verteilte	34	1	6	0	65	4	0	13	0	3	0	0	11	0	102	9	0	0	0	77	0	0	0	0	0	0	0	0	111	4	0	0	0	116	3
88	Feuer	verzinken	0	ver		52	Feuern	verzinkt	X	verzinkten|verzinkt|verzinkte	281	43	48	5	0	0	0	59	3	0	0	0	149	45	1	0	0	0	0	0	1	0	0	0	0	0	54	594	0	3	0	109	1125	1	1
385	Stück	verzinken	0	ver		9	Stücke	verzinkt	X	verzinkten|verzinkt|verzinkte	18	2	7	0	0	0	0	1	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	8	3	0
108	Beschwerde	vorbringen	0		vor	42	Beschwerden	vorgebracht	vorzubringen	vorbrächten|vorbrachten|vorbringt|vorbrachte|vorbringen|vorbringe	309	0	248	0	14	0	1	4	0	1	0	0	43	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0
416	Orgasmus	vortäuschen	0		vor	8	Orgasmen	vorgetäuscht	vorzutäuschen	vortäuschten|vortäuschen|vortäuschte|vortäuscht	7	0	5	0	70	3	0	0	0	0	0	0	1	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
30	Gold	waschen	0			180	Goldes	gewaschen	X	wascht|waschen|wusch|wasche|wüschen|wäscht|wuschen	693	21	113	0	6	0	0	237	7	16	0	0	396	21	144	2	1	0	0	40	1	12	1	0	0	0	1	0	79	0	0	1	1	20	0
48	Wäsche	waschen	0			114	Wäschen	gewaschen	X	wascht|waschen|wusch|wasche|wüschen|wäscht|wuschen	1029	27	192	0	293	10	3	450	7	213	10	3	565	30	2844	141	26	0	0	367	11	4	1	7	2	0	1	0	496	25	0	1	0	173	7
73	Auto	waschen	0			66	auto	gewaschen	X	wascht|waschen|wusch|wasche|wüschen|wäscht|wuschen	584	22	71	0	146	9	0	207	16	36	7	0	353	21	556	43	14	0	0	46	4	1	0	3	0	0	1	1	80	10	0	4	0	52	3
431	Haar	waschen	0			8	Haare	gewaschen	X	wascht|waschen|wusch|wasche|wüschen|wäscht|wuschen	55	2	9	0	12	0	1	11	1	0	0	0	28	0	24	2	1	0	0	6	0	0	0	0	0	0	0	0	10	1	0	6	1	9	1
579	Wagen	waschen	0			5	Wagen	gewaschen	X	wascht|waschen|wusch|wasche|wüschen|wäscht|wuschen	33	2	5	2	32	1	0	13	2	1	0	0	24	1	53	4	1	0	0	1	1	0	0	0	0	0	0	0	10	3	0	0	0	8	1
582	Trikot	waschen	0			5	Trikots	gewaschen	X	wascht|waschen|wusch|wasche|wüschen|wäscht|wuschen	22	0	5	1	5	0	0	7	0	1	0	0	13	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0
101	Brettchen	weben	0			46	Brettchen	gewebt	X	weben|webt|webe|webten|webte|woben|wob	130	4	41	0	1	0	0	35	0	0	0	0	91	4	2	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0	0	0	0	0	0
540	Hand	weben	0			6	Hände	gewebt	X	weben|webt|webe|webten|webte|woben|wob	31	0	16	0	1	0	0	9	0	0	0	0	15	1	1	0	0	0	0	0	0	0	0	0	0	0	4	80	14	0	0	1	0	1	0
72	Gas	wegnehmen	0		weg	66	Gase	weggenommen	wegzunehmen	wegnahm|wegnähmen|wegnehmen|wegnähme|wegnahmen|wegnimmt|wegnehme	498	53	32	1	59	3	0	332	26	117	10	0	124	15	217	37	0	0	0	0	0	0	0	0	0	0	0	1	40	7	0	2	1	83	24
142	Ball	wegschlagen	0		weg	30	Bällen	weggeschlagen	wegzuschlagen	wegschlagen	125	5	17	1	72	4	0	8	1	3	0	0	124	1	51	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
279	Burg	werben	0			14	Burgen	geworben	X	werben|warb|werbt|warben|wirbt|werbe	99	0	0	0	0	0	2	1	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
125	Ziel	werfen	0			34	Ziele	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	282	9	54	0	14	0	0	62	1	9	0	0	273	9	6	1	1	0	0	2	0	1	0	0	0	0	0	0	2	0	0	18	0	4	0
129	Ball	werfen	0			34	Bällen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	398	4	32	1	130	7	0	166	0	7	0	1	226	4	109	5	0	3	0	11	0	0	0	0	0	0	0	0	15	1	0	38	0	12	0
130	Hufeisen	werfen	0			33	Hufeisen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	260	3	28	1	3	0	0	48	1	4	0	0	267	1	54	0	2	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	1	0
243	Axt	werfen	0			16	Äxten	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	137	1	13	0	3	0	0	23	0	0	0	0	118	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	4	0
269	Messer	werfen	0			14	Messer	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	144	3	20	1	10	0	0	40	0	3	0	0	116	5	39	4	1	0	0	3	0	1	0	0	0	0	0	0	5	0	0	10	1	4	0
